ecosystem,name,version,state_presence,state_status,severity,alert_status,alert_route,scan_finished_ms,last_error
npm,@ornikar/babel-preset-react,6.1.4,present,scanned,malware,pending,default,1785853835066,""
npm,@ornikar/babel-preset-react,6.1.5,present,scanned,malware,pending,default,1785853835198,""
npm,@ornikar/babel-preset-react,6.1.6,present,scanned,malware,pending,default,1785853835098,""
npm,@ornikar/babel-preset-react,6.1.7,present,scanned,malware,pending,default,1785853835297,""
npm,@ornikar/babel-preset-react,6.1.8,present,scanned,malware,pending,default,1785853835131,""
npm,@ornikar/babel-preset-react,6.1.9,present,scanned,malware,sent,default,1785843372297,""
npm,@ornikar/browserslist-config,8.0.11,present,scanned,malware,sent,default,1785849492901,""
npm,@ornikar/browserslist-config,8.0.3,present,scanned,malware,pending,default,1785853834980,""
npm,@ornikar/browserslist-config,8.0.4,present,scanned,malware,pending,default,1785853835906,""
npm,@ornikar/browserslist-config,8.0.5,present,scanned,malware,pending,default,1785853836008,""
npm,@ornikar/browserslist-config,8.0.6,present,scanned,malware,pending,default,1785853835977,""
npm,@ornikar/browserslist-config,8.0.7,present,scanned,malware,pending,default,1785853836147,""
npm,@ornikar/browserslist-config,8.0.8,present,scanned,malware,sent,default,1785843321088,""
npm,@ornikar/browserslist-config,8.0.9,present,scanned,malware,sent,default,1785843321080,""
npm,@ornikar/commitlint-config,8.3.11,present,scanned,malware,sent,default,1785848572648,""
npm,@ornikar/commitlint-config,8.3.2,present,scanned,malware,pending,default,1785853835841,""
npm,@ornikar/commitlint-config,8.3.3,present,scanned,malware,pending,default,1785853835872,""
npm,@ornikar/commitlint-config,8.3.4,present,scanned,malware,pending,default,1785853835777,""
npm,@ornikar/commitlint-config,8.3.5,present,scanned,malware,pending,default,1785853835809,""
npm,@ornikar/commitlint-config,8.3.6,present,scanned,malware,pending,default,1785853835944,""
npm,@ornikar/commitlint-config,8.3.7,present,scanned,malware,sent,default,1785843321069,""
npm,@ornikar/commitlint-config,8.3.8,present,scanned,malware,sent,default,1785843321070,""
npm,@ornikar/eslint-config,24.0.1,present,scanned,malware,pending,default,1785853835744,""
npm,@ornikar/eslint-config,24.0.11,present,scanned,malware,sent,default,1785849459007,""
npm,@ornikar/eslint-config,24.0.2,present,scanned,malware,pending,default,1785853836654,""
npm,@ornikar/eslint-config,24.0.3,present,scanned,malware,pending,default,1785853836543,""
npm,@ornikar/eslint-config,24.0.4,present,scanned,malware,pending,default,1785853836758,""
npm,@ornikar/eslint-config,24.0.5,present,scanned,malware,pending,default,1785853836582,""
npm,@ornikar/eslint-config,24.0.6,present,scanned,malware,pending,default,1785853836501,""
npm,@ornikar/eslint-config,24.0.7,present,scanned,malware,sent,default,1785843321096,""
npm,@ornikar/eslint-config,24.0.8,present,scanned,malware,sent,default,1785843321103,""
npm,@ornikar/eslint-config-babel,24.0.1,present,scanned,malware,pending,default,1785853836792,""
npm,@ornikar/eslint-config-babel,24.0.11,present,scanned,malware,sent,default,1785849391727,""
npm,@ornikar/eslint-config-babel,24.0.2,present,scanned,malware,pending,default,1785853836826,""
npm,@ornikar/eslint-config-babel,24.0.3,present,scanned,malware,pending,default,1785853836688,""
npm,@ornikar/eslint-config-babel,24.0.4,present,scanned,malware,pending,default,1785853836616,""
npm,@ornikar/eslint-config-babel,24.0.5,present,scanned,malware,pending,default,1785853836721,""
npm,@ornikar/eslint-config-babel,24.0.6,present,scanned,malware,pending,default,1785853837179,""
npm,@ornikar/eslint-config-babel,24.0.7,present,scanned,malware,sent,default,1785843390072,""
npm,@ornikar/eslint-config-babel,24.0.8,present,scanned,malware,sent,default,1785843390240,""
npm,@ornikar/eslint-config-babel-use,13.2.1,present,scanned,malware,pending,default,1785853837442,""
npm,@ornikar/eslint-config-babel-use,13.2.11,present,scanned,malware,sent,default,1785849458955,""
npm,@ornikar/eslint-config-babel-use,13.2.2,present,scanned,malware,pending,default,1785853837376,""
npm,@ornikar/eslint-config-babel-use,13.2.3,present,scanned,malware,pending,default,1785853837343,""
npm,@ornikar/eslint-config-babel-use,13.2.4,present,scanned,malware,pending,default,1785853837409,""
npm,@ornikar/eslint-config-babel-use,13.2.5,present,scanned,malware,pending,default,1785853837276,""
npm,@ornikar/eslint-config-babel-use,13.2.6,present,scanned,malware,pending,default,1785853837241,""
npm,@ornikar/eslint-config-babel-use,13.2.7,present,scanned,malware,sent,default,1785843347607,""
npm,@ornikar/eslint-config-babel-use,13.2.8,present,scanned,malware,sent,default,1785843347605,""
npm,@ornikar/eslint-config-formatjs,24.0.1,present,scanned,malware,pending,default,1785853837508,""
npm,@ornikar/eslint-config-formatjs,24.0.2,present,scanned,malware,pending,default,1785853837475,""
npm,@ornikar/eslint-config-formatjs,24.0.3,present,scanned,malware,pending,default,1785853837310,""
npm,@ornikar/eslint-config-formatjs,24.0.4,present,scanned,malware,pending,default,1785853837852,""
npm,@ornikar/eslint-config-formatjs,24.0.5,present,scanned,malware,sent,default,1785843288132,""
npm,@ornikar/eslint-config-formatjs,24.0.6,present,scanned,malware,sent,default,1785843288130,""
npm,@ornikar/eslint-config-formatjs,24.0.9,present,scanned,malware,sent,default,1785849493250,""
npm,@ornikar/eslint-config-node,12.2.1,present,scanned,malware,pending,default,1785853838928,""
npm,@ornikar/eslint-config-node,12.2.2,present,scanned,malware,pending,default,1785853838803,""
npm,@ornikar/eslint-config-node,12.2.3,present,scanned,malware,pending,default,1785853837898,""
npm,@ornikar/eslint-config-node,12.2.4,present,scanned,malware,pending,default,1785853838766,""
npm,@ornikar/eslint-config-node,12.2.5,present,scanned,malware,sent,default,1785843372231,""
npm,@ornikar/eslint-config-node,12.2.6,present,scanned,malware,sent,default,1785843372330,""
npm,@ornikar/eslint-config-node,12.2.9,present,scanned,malware,sent,default,1785849422942,""
npm,@ornikar/eslint-config-react,24.0.1,present,scanned,malware,pending,default,1785853839461,""
npm,@ornikar/eslint-config-react,24.0.10,present,scanned,malware,sent,default,1785848679687,""
npm,@ornikar/eslint-config-react,24.0.2,present,scanned,malware,pending,default,1785853839562,""
npm,@ornikar/eslint-config-react,24.0.3,present,scanned,malware,pending,default,1785853838847,""
npm,@ornikar/eslint-config-react,24.0.4,present,scanned,malware,pending,default,1785853838890,""
npm,@ornikar/eslint-config-react,24.0.5,present,scanned,malware,pending,default,1785853839512,""
npm,@ornikar/eslint-config-react,24.0.6,present,scanned,malware,sent,default,1785843390105,""
npm,@ornikar/eslint-config-react,24.0.7,present,scanned,malware,sent,default,1785843390112,""
npm,@ornikar/eslint-config-typescript,24.0.1,present,scanned,malware,pending,default,1785853840005,""
npm,@ornikar/eslint-config-typescript,24.0.2,present,scanned,malware,pending,default,1785853840162,""
npm,@ornikar/eslint-config-typescript,24.0.3,present,scanned,malware,pending,default,1785853840365,""
npm,@ornikar/eslint-config-typescript,24.0.4,present,scanned,malware,pending,default,1785853840111,""
npm,@ornikar/eslint-config-typescript,24.0.5,present,scanned,malware,sent,default,1785843448466,""
npm,@ornikar/eslint-config-typescript,24.0.6,present,scanned,malware,sent,default,1785843448531,""
npm,@ornikar/eslint-config-typescript,24.0.9,present,scanned,malware,sent,default,1785848699343,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.1,present,scanned,malware,pending,default,1785853840402,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.10,present,scanned,malware,sent,default,1785849354376,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.2,present,scanned,malware,pending,default,1785853840065,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.3,present,scanned,malware,pending,default,1785853840250,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.4,present,scanned,malware,pending,default,1785853840324,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.5,present,scanned,malware,pending,default,1785853840288,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.6,present,scanned,malware,sent,default,1785843448446,""
npm,@ornikar/eslint-config-typescript-nestjs,24.0.7,present,scanned,malware,sent,default,1785843448503,""
npm,@ornikar/eslint-config-typescript-react,24.0.1,present,scanned,malware,pending,default,1785853840212,""
npm,@ornikar/eslint-config-typescript-react,24.0.10,present,scanned,malware,sent,default,1785849492911,""
npm,@ornikar/eslint-config-typescript-react,24.0.2,present,scanned,malware,pending,default,1785853840816,""
npm,@ornikar/eslint-config-typescript-react,24.0.3,present,scanned,malware,pending,default,1785853840770,""
npm,@ornikar/eslint-config-typescript-react,24.0.4,present,scanned,malware,pending,default,1785853840863,""
npm,@ornikar/eslint-config-typescript-react,24.0.5,present,scanned,malware,pending,default,1785853840918,""
npm,@ornikar/eslint-config-typescript-react,24.0.6,present,scanned,malware,sent,default,1785843426581,""
npm,@ornikar/eslint-config-typescript-react,24.0.7,present,scanned,malware,sent,default,1785843426627,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.1,present,scanned,malware,pending,default,1785853840978,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.11,present,scanned,malware,sent,default,1785849391734,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.12,present,scanned,malware,sent,default,1785849522835,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.2,present,scanned,malware,pending,default,1785853841079,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.3,present,scanned,malware,pending,default,1785853841217,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.4,present,scanned,malware,pending,default,1785853841031,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.5,present,scanned,malware,pending,default,1785853841167,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.6,present,scanned,malware,pending,default,1785853841121,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.7,present,scanned,malware,sent,default,1785843426589,""
npm,@ornikar/eslint-plugin-neverthrow,1.3.8,present,scanned,malware,sent,default,1785843426573,""
npm,@ornikar/eslint-plugin-ornikar,24.0.1,present,scanned,malware,pending,default,1785853842105,""
npm,@ornikar/eslint-plugin-ornikar,24.0.10,present,scanned,malware,sent,default,1785848644936,""
npm,@ornikar/eslint-plugin-ornikar,24.0.2,present,scanned,malware,pending,default,1785853841704,""
npm,@ornikar/eslint-plugin-ornikar,24.0.3,present,scanned,malware,pending,default,1785853841802,""
npm,@ornikar/eslint-plugin-ornikar,24.0.4,present,scanned,malware,pending,default,1785853841754,""
npm,@ornikar/eslint-plugin-ornikar,24.0.5,present,scanned,malware,pending,default,1785853841638,""
npm,@ornikar/eslint-plugin-ornikar,24.0.6,present,scanned,malware,sent,default,1785843347570,""
npm,@ornikar/eslint-plugin-ornikar,24.0.7,present,scanned,malware,sent,default,1785843347585,""
npm,@ornikar/graphql-config,1.1.1,present,scanned,malware,pending,default,1785853841886,""
npm,@ornikar/graphql-config,1.1.10,present,scanned,malware,sent,default,1785848599331,""
npm,@ornikar/graphql-config,1.1.11,present,scanned,malware,sent,default,1785849574169,""
npm,@ornikar/graphql-config,1.1.2,present,scanned,malware,pending,default,1785853842022,""
npm,@ornikar/graphql-config,1.1.3,present,scanned,malware,pending,default,1785853841982,""
npm,@ornikar/graphql-config,1.1.4,present,scanned,malware,pending,default,1785853841930,""
npm,@ornikar/graphql-config,1.1.5,present,scanned,malware,pending,default,1785853841840,""
npm,@ornikar/graphql-config,1.1.6,present,scanned,malware,sent,default,1785843301434,""
npm,@ornikar/graphql-config,1.1.7,present,scanned,malware,sent,default,1785843301431,""
npm,@ornikar/intl-config,10.0.10,present,scanned,malware,sent,default,1785849459043,""
npm,@ornikar/intl-config,10.0.2,present,scanned,malware,pending,default,1785853842913,""
npm,@ornikar/intl-config,10.0.3,present,scanned,malware,pending,default,1785853842875,""
npm,@ornikar/intl-config,10.0.4,present,scanned,malware,pending,default,1785853842833,""
npm,@ornikar/intl-config,10.0.5,present,scanned,malware,pending,default,1785853842799,""
npm,@ornikar/intl-config,10.0.6,present,scanned,malware,pending,default,1785853842763,""
npm,@ornikar/intl-config,10.0.7,present,scanned,malware,sent,default,1785843390150,""
npm,@ornikar/intl-config,10.0.8,present,scanned,malware,sent,default,1785843390115,""
npm,@ornikar/jest-config,13.0.12,present,scanned,malware,sent,default,1785848572687,""
npm,@ornikar/jest-config,13.0.3,present,scanned,malware,pending,default,1785853842573,""
npm,@ornikar/jest-config,13.0.4,present,scanned,malware,pending,default,1785853842651,""
npm,@ornikar/jest-config,13.0.5,present,scanned,malware,pending,default,1785853842688,""
npm,@ornikar/jest-config,13.0.6,present,scanned,malware,pending,default,1785853842724,""
npm,@ornikar/jest-config,13.0.7,present,scanned,malware,pending,default,1785853842610,""
npm,@ornikar/jest-config,13.0.8,present,scanned,malware,sent,default,1785843301420,""
npm,@ornikar/jest-config,13.0.9,present,scanned,malware,sent,default,1785843301399,""
npm,@ornikar/jest-config-react,18.0.10,present,scanned,malware,sent,default,1785848511050,""
npm,@ornikar/jest-config-react,18.0.2,present,scanned,malware,pending,default,1785853843560,""
npm,@ornikar/jest-config-react,18.0.3,present,scanned,malware,pending,default,1785853843518,""
npm,@ornikar/jest-config-react,18.0.4,present,scanned,malware,pending,default,1785853843705,""
npm,@ornikar/jest-config-react,18.0.5,present,scanned,malware,pending,default,1785853843619,""
npm,@ornikar/jest-config-react,18.0.6,present,scanned,malware,pending,default,1785853843664,""
npm,@ornikar/jest-config-react,18.0.7,present,scanned,malware,sent,default,1785843372242,""
npm,@ornikar/jest-config-react,18.0.8,present,scanned,malware,sent,default,1785843372336,""
npm,@ornikar/jest-config-react-native,17.0.11,present,scanned,malware,sent,default,1785848662058,""
npm,@ornikar/jest-config-react-native,17.0.2,present,scanned,malware,pending,default,1785853843270,""
npm,@ornikar/jest-config-react-native,17.0.3,present,scanned,malware,pending,default,1785853843327,""
npm,@ornikar/jest-config-react-native,17.0.4,present,scanned,malware,pending,default,1785853843435,""
npm,@ornikar/jest-config-react-native,17.0.5,present,scanned,malware,pending,default,1785853843477,""
npm,@ornikar/jest-config-react-native,17.0.6,present,scanned,malware,pending,default,1785853843388,""
npm,@ornikar/jest-config-react-native,17.0.7,present,scanned,malware,sent,default,1785843390069,""
npm,@ornikar/jest-config-react-native,17.0.8,present,scanned,malware,sent,default,1785843390054,""
npm,@ornikar/jest-config-react-native-web,12.0.12,present,scanned,malware,sent,default,1785848679705,""
npm,@ornikar/jest-config-react-native-web,12.0.3,present,scanned,malware,pending,default,1785853844446,""
npm,@ornikar/jest-config-react-native-web,12.0.4,present,scanned,malware,pending,default,1785853844403,""
npm,@ornikar/jest-config-react-native-web,12.0.5,present,scanned,malware,pending,default,1785853844326,""
npm,@ornikar/jest-config-react-native-web,12.0.6,present,scanned,malware,pending,default,1785853844364,""
npm,@ornikar/jest-config-react-native-web,12.0.7,present,scanned,malware,pending,default,1785853844289,""
npm,@ornikar/jest-config-react-native-web,12.0.8,present,scanned,malware,sent,default,1785843301452,""
npm,@ornikar/jest-config-react-native-web,12.0.9,present,scanned,malware,sent,default,1785843301454,""
npm,@ornikar/kitt2,1.0.1,present,scanned,malware,pending,default,1785853844164,""
npm,@ornikar/kitt2,1.0.10,present,scanned,malware,sent,default,1785848546732,""
npm,@ornikar/kitt2,1.0.2,present,scanned,malware,pending,default,1785853844105,""
npm,@ornikar/kitt2,1.0.3,present,scanned,malware,pending,default,1785853844069,""
npm,@ornikar/kitt2,1.0.4,present,scanned,malware,pending,default,1785853844208,""
npm,@ornikar/kitt2,1.0.5,present,scanned,malware,pending,default,1785853844252,""
npm,@ornikar/kitt2,1.0.6,present,scanned,malware,sent,default,1785843372551,""
npm,@ornikar/kitt2,1.0.7,present,scanned,malware,sent,default,1785843372237,""
npm,@ornikar/lerna-config,11.0.1,present,scanned,malware,pending,default,1785853845286,""
npm,@ornikar/lerna-config,11.0.10,present,scanned,malware,sent,default,1785848662097,""
npm,@ornikar/lerna-config,11.0.2,present,scanned,malware,pending,default,1785853845167,""
npm,@ornikar/lerna-config,11.0.3,present,scanned,malware,pending,default,1785853845042,""
npm,@ornikar/lerna-config,11.0.4,present,scanned,malware,pending,default,1785853845124,""
npm,@ornikar/lerna-config,11.0.5,present,scanned,malware,pending,default,1785853845084,""
npm,@ornikar/lerna-config,11.0.6,present,scanned,malware,sent,default,1785843473550,""
npm,@ornikar/lerna-config,11.0.7,present,scanned,malware,sent,default,1785843473538,""
npm,@ornikar/monorepo-config,14.3.12,present,scanned,malware,sent,default,1785849354397,""
npm,@ornikar/monorepo-config,14.3.2,present,scanned,malware,pending,default,1785853845250,""
npm,@ornikar/monorepo-config,14.3.3,present,scanned,malware,pending,default,1785853844993,""
npm,@ornikar/monorepo-config,14.3.4,present,scanned,malware,pending,default,1785853845326,""
npm,@ornikar/monorepo-config,14.3.5,present,scanned,malware,pending,default,1785853845211,""
npm,@ornikar/monorepo-config,14.3.6,present,scanned,malware,pending,default,1785853844928,""
npm,@ornikar/monorepo-config,14.3.7,present,scanned,malware,pending,default,1785853846044,""
npm,@ornikar/monorepo-config,14.3.8,present,scanned,malware,sent,default,1785843426636,""
npm,@ornikar/monorepo-config,14.3.9,present,scanned,malware,sent,default,1785843426620,""
npm,@ornikar/postcss-config,9.1.11,present,scanned,malware,sent,default,1785848662021,""
npm,@ornikar/postcss-config,9.1.2,present,scanned,malware,pending,default,1785853845813,""
npm,@ornikar/postcss-config,9.1.3,present,scanned,malware,pending,default,1785853845939,""
npm,@ornikar/postcss-config,9.1.4,present,scanned,malware,pending,default,1785853845973,""
npm,@ornikar/postcss-config,9.1.5,present,scanned,malware,pending,default,1785853845862,""
npm,@ornikar/postcss-config,9.1.6,present,scanned,malware,pending,default,1785853845900,""
npm,@ornikar/postcss-config,9.1.7,present,scanned,malware,sent,default,1785843390048,""
npm,@ornikar/postcss-config,9.1.8,present,scanned,malware,sent,default,1785843390045,""
npm,@ornikar/prettier-config,9.0.11,present,scanned,malware,sent,default,1785849459009,""
npm,@ornikar/prettier-config,9.0.3,present,scanned,malware,pending,default,1785853845686,""
npm,@ornikar/prettier-config,9.0.4,present,scanned,malware,pending,default,1785853845772,""
npm,@ornikar/prettier-config,9.0.5,present,scanned,malware,pending,default,1785853845733,""
npm,@ornikar/prettier-config,9.0.6,present,scanned,malware,pending,default,1785853846010,""
npm,@ornikar/prettier-config,9.0.7,present,scanned,malware,pending,default,1785853846411,""
npm,@ornikar/prettier-config,9.0.8,present,scanned,malware,sent,default,1785843426648,""
npm,@ornikar/prettier-config,9.0.9,present,scanned,malware,sent,default,1785843426615,""
npm,@ornikar/prismic-components,0.0.11,present,scanned,malware,sent,default,1785848644886,""
npm,@ornikar/prismic-components,0.0.2,present,scanned,malware,pending,default,1785853846545,""
npm,@ornikar/prismic-components,0.0.3,present,scanned,malware,pending,default,1785853846618,""
npm,@ornikar/prismic-components,0.0.4,present,scanned,malware,pending,default,1785853846462,""
npm,@ornikar/prismic-components,0.0.5,present,scanned,malware,pending,default,1785853846587,""
npm,@ornikar/prismic-components,0.0.6,present,scanned,malware,pending,default,1785853846507,""
npm,@ornikar/prismic-components,0.0.7,present,scanned,malware,sent,default,1785843448522,""
npm,@ornikar/prismic-components,0.0.8,present,scanned,malware,sent,default,1785843448503,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.1,present,scanned,malware,pending,default,1785853846791,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.10,present,scanned,malware,sent,default,1785848546930,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.2,present,scanned,malware,pending,default,1785853846749,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.3,present,scanned,malware,pending,default,1785853846662,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.4,present,scanned,malware,pending,default,1785853846706,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.5,present,scanned,malware,pending,default,1785853847574,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.6,present,scanned,malware,sent,default,1785843372382,""
npm,@ornikar/react-modern-calendar-datepicker,3.2.7,present,scanned,malware,sent,default,1785843372370,""
npm,@ornikar/react-native-svg-transformer,1.0.10,present,scanned,malware,sent,default,1785843544237,""
npm,@ornikar/react-native-svg-transformer,1.0.11,present,scanned,malware,sent,default,1785843544126,""
npm,@ornikar/react-native-svg-transformer,1.0.13,present,scanned,malware,sent,default,1785849423073,""
npm,@ornikar/react-native-svg-transformer,1.0.6,present,scanned,malware,pending,default,1785853847303,""
npm,@ornikar/react-native-svg-transformer,1.0.7,present,scanned,malware,pending,default,1785853847477,""
npm,@ornikar/react-native-svg-transformer,1.0.8,present,scanned,malware,pending,default,1785853847228,""
npm,@ornikar/react-native-svg-transformer,1.0.9,present,scanned,malware,pending,default,1785853847402,""
npm,@ornikar/renovate-config,9.0.12,present,scanned,malware,sent,default,1785848624531,""
npm,@ornikar/renovate-config,9.0.2,present,scanned,malware,pending,default,1785853847437,""
npm,@ornikar/renovate-config,9.0.3,present,scanned,malware,pending,default,1785853847527,""
npm,@ornikar/renovate-config,9.0.4,present,scanned,malware,pending,default,1785853847366,""
npm,@ornikar/renovate-config,9.0.5,present,scanned,malware,pending,default,1785853847267,""
npm,@ornikar/renovate-config,9.0.6,present,scanned,malware,pending,default,1785853847335,""
npm,@ornikar/renovate-config,9.0.7,present,scanned,malware,pending,default,1785853847942,""
npm,@ornikar/renovate-config,9.0.8,present,scanned,malware,sent,default,1785843473499,""
npm,@ornikar/renovate-config,9.0.9,present,scanned,malware,sent,default,1785843473532,""
npm,@ornikar/repo-config,15.3.12,present,scanned,malware,sent,default,1785849354429,""
npm,@ornikar/repo-config,15.3.3,present,scanned,malware,pending,default,1785853848293,""
npm,@ornikar/repo-config,15.3.4,present,scanned,malware,pending,default,1785853848222,""
npm,@ornikar/repo-config,15.3.5,present,scanned,malware,pending,default,1785853848173,""
npm,@ornikar/repo-config,15.3.6,present,scanned,malware,pending,default,1785853848257,""
npm,@ornikar/repo-config,15.3.7,present,scanned,malware,pending,default,1785853848328,""
npm,@ornikar/repo-config,15.3.8,present,scanned,malware,sent,default,1785843473524,""
npm,@ornikar/repo-config,15.3.9,present,scanned,malware,sent,default,1785843473531,""
npm,@ornikar/repo-config-react,13.0.10,present,scanned,malware,pending,default,1785853848005,""
npm,@ornikar/repo-config-react,13.0.11,present,scanned,malware,pending,default,1785853848134,""
npm,@ornikar/repo-config-react,13.0.12,present,scanned,malware,pending,default,1785853848059,""
npm,@ornikar/repo-config-react,13.0.13,present,scanned,malware,pending,default,1785853848093,""
npm,@ornikar/repo-config-react,13.0.14,present,scanned,malware,sent,default,1785843448614,""
npm,@ornikar/repo-config-react,13.0.15,present,scanned,malware,sent,default,1785843448656,""
npm,@ornikar/repo-config-react,13.0.18,present,scanned,malware,sent,default,1785848599309,""
npm,@ornikar/repo-config-react,13.0.8,present,scanned,malware,pending,default,1785853848713,""
npm,@ornikar/repo-config-react,13.0.9,present,scanned,malware,pending,default,1785853848677,""
npm,@ornikar/repo-config-react-legacy-css,15.1.12,present,scanned,malware,sent,default,1785848528278,""
npm,@ornikar/repo-config-react-legacy-css,15.1.2,present,scanned,malware,pending,default,1785853849009,""
npm,@ornikar/repo-config-react-legacy-css,15.1.3,present,scanned,malware,pending,default,1785853848789,""
npm,@ornikar/repo-config-react-legacy-css,15.1.4,present,scanned,malware,pending,default,1785853848827,""
npm,@ornikar/repo-config-react-legacy-css,15.1.5,present,scanned,malware,pending,default,1785853848750,""
npm,@ornikar/repo-config-react-legacy-css,15.1.6,present,scanned,malware,pending,default,1785853848892,""
npm,@ornikar/repo-config-react-legacy-css,15.1.7,present,scanned,malware,pending,default,1785853848860,""
npm,@ornikar/repo-config-react-legacy-css,15.1.8,present,scanned,malware,sent,default,1785843288157,""
npm,@ornikar/repo-config-react-legacy-css,15.1.9,present,scanned,malware,sent,default,1785843288160,""
npm,@ornikar/rollup-config,11.1.12,present,scanned,malware,sent,default,1785849391745,""
npm,@ornikar/rollup-config,11.1.2,present,scanned,malware,pending,default,1785853848934,""
npm,@ornikar/rollup-config,11.1.3,present,scanned,malware,pending,default,1785853848973,""
npm,@ornikar/rollup-config,11.1.4,present,scanned,malware,pending,default,1785853850684,""
npm,@ornikar/rollup-config,11.1.5,present,scanned,malware,pending,default,1785853850765,""
npm,@ornikar/rollup-config,11.1.6,present,scanned,malware,pending,default,1785853849413,""
npm,@ornikar/rollup-config,11.1.7,present,scanned,malware,pending,default,1785853850727,""
npm,@ornikar/rollup-config,11.1.8,present,scanned,malware,sent,default,1785843301427,""
npm,@ornikar/rollup-config,11.1.9,present,scanned,malware,sent,default,1785843301417,""
npm,@ornikar/rollup-plugin-postcss,2.0.10,present,scanned,malware,sent,default,1785843347655,""
npm,@ornikar/rollup-plugin-postcss,2.0.11,present,scanned,malware,sent,default,1785843347643,""
npm,@ornikar/rollup-plugin-postcss,2.0.14,present,scanned,malware,sent,default,1785848679771,""
npm,@ornikar/rollup-plugin-postcss,2.0.5,present,scanned,malware,pending,default,1785853850810,""
npm,@ornikar/rollup-plugin-postcss,2.0.6,present,scanned,malware,pending,default,1785853850853,""
npm,@ornikar/rollup-plugin-postcss,2.0.7,present,scanned,malware,pending,default,1785853850986,""
npm,@ornikar/rollup-plugin-postcss,2.0.8,present,scanned,malware,pending,default,1785853850939,""
npm,@ornikar/rollup-plugin-postcss,2.0.9,present,scanned,malware,pending,default,1785853850897,""
npm,@ornikar/slate-react-fork,1.0.1,present,scanned,malware,pending,default,1785853851021,""
npm,@ornikar/slate-react-fork,1.0.10,present,scanned,malware,sent,default,1785848572787,""
npm,@ornikar/slate-react-fork,1.0.2,present,scanned,malware,pending,default,1785853851717,""
npm,@ornikar/slate-react-fork,1.0.3,present,scanned,malware,pending,default,1785853851682,""
npm,@ornikar/slate-react-fork,1.0.4,present,scanned,malware,pending,default,1785853851648,""
npm,@ornikar/slate-react-fork,1.0.5,present,scanned,malware,pending,default,1785853851751,""
npm,@ornikar/slate-react-fork,1.0.6,present,scanned,malware,sent,default,1785843347706,""
npm,@ornikar/slate-react-fork,1.0.7,present,scanned,malware,sent,default,1785843347717,""
npm,@ornikar/storybook-config,12.1.2,present,scanned,malware,pending,default,1785853851582,""
npm,@ornikar/storybook-config,12.1.3,present,scanned,malware,pending,default,1785853851613,""
npm,@ornikar/storybook-config,12.1.4,present,scanned,malware,pending,default,1785853851551,""
npm,@ornikar/storybook-config,12.1.5,present,scanned,malware,pending,default,1785853851519,""
npm,@ornikar/storybook-config,12.1.6,present,scanned,malware,sent,default,1785843448546,""
npm,@ornikar/storybook-config,12.1.7,present,scanned,malware,sent,default,1785843448516,""
npm,@ornikar/storybook-config,12.1.9,present,scanned,malware,sent,default,1785848510890,""
npm,@ornikar/stylelint-config,14.0.12,present,scanned,malware,sent,default,1785849422937,""
npm,@ornikar/stylelint-config,14.0.3,present,scanned,malware,pending,default,1785853851486,""
npm,@ornikar/stylelint-config,14.0.4,present,scanned,malware,pending,default,1785853851433,""
npm,@ornikar/stylelint-config,14.0.5,present,scanned,malware,pending,default,1785853852161,""
npm,@ornikar/stylelint-config,14.0.6,present,scanned,malware,pending,default,1785853852130,""
npm,@ornikar/stylelint-config,14.0.7,present,scanned,malware,pending,default,1785853852086,""
npm,@ornikar/stylelint-config,14.0.8,present,scanned,malware,sent,default,1785843288159,""
npm,@ornikar/stylelint-config,14.0.9,present,scanned,malware,sent,default,1785843288162,""
npm,@ornikar/typed-css-modules-loader,0.8.11,present,scanned,malware,sent,default,1785848546811,""
npm,@ornikar/typed-css-modules-loader,0.8.2,present,scanned,malware,pending,default,1785853852253,""
npm,@ornikar/typed-css-modules-loader,0.8.3,present,scanned,malware,pending,default,1785853852222,""
npm,@ornikar/typed-css-modules-loader,0.8.4,present,scanned,malware,pending,default,1785853852283,""
npm,@ornikar/typed-css-modules-loader,0.8.5,present,scanned,malware,pending,default,1785853852344,""
npm,@ornikar/typed-css-modules-loader,0.8.6,present,scanned,malware,pending,default,1785853852374,""
